,Ticker,Entry,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Mar-19,Mar-20,TTM,,,
,,Profit before tax,,,,,,,,3469.00,4360.00,5481.00,4980.00,6177.00,3687.00,,,
,,Tax %,,,,,,,,0.34,0.34,0.34,0.34,0.28,,,,
,,Net Profit,,,,,,,,2287.00,2868.00,3606.00,3301.00,4458.00,2798.00,,,
,,EPS in Rs,,,,,,,,38.43,47.95,60.08,54.77,64.28,39.57,,,
,,Dividend Payout %,,,,,,,,0.12,0.13,0.12,0.14,0.00,,,,
,,,,,,,,,,,,,,,,,,
,bs,,,,,,,,,42430.00,42795.00,43160.00,43525.00,43891.00,,,,
,,Share Capital +,,,,,,,,595.00,598.00,600.00,603.00,694.00,,,,
,,Reserves,,,,,,,,17088.00,20034.00,23228.00,26073.00,33371.00,,,,
,,Borrowings,,,,,,,,117996.00,149026.00,189928.00,242189.00,262781.00,,,,
,,Other Liabilities +,,,,,,,,7219.00,8992.00,7871.00,8956.00,10383.00,,,,
,,Total Liabilities,,,,,,,,142898.00,178650.00,221628.00,277821.00,307229.00,,,,
,,Fixed Assets +,,,,,,,,1218.00,1307.00,1313.00,1688.00,1792.00,,,,
,,CWIP,,,,,,,,37.00,28.00,25.00,22.00,79.00,,,,
,,Investments,,,,,,,,34056.00,36704.00,50078.00,59268.00,59938.00,,,,
,,Other Assets +,,,,,,,,107587.00,140611.00,170211.00,216843.00,245419.00,,,,
,,Total Assets,,,,,,,,142898.00,178650.00,221628.00,277821.00,307229.00,,,,
,,,,,,,,,,,,,,,,,,
,cf,,,,,,,,,42430.00,42795.00,43160.00,43525.00,43891.00,,,,
,,Cash from Operating Activity +,,,,,,,,-2927.00,11569.00,-20700.00,-6389.00,-12907.00,,,,
,,Cash from Investing Activity +,,,,,,,,-258.00,-285.00,-217.00,-633.00,1445.00,,,,
,,Cash from Financing Activity +,,,,,,,,2517.00,-2768.00,15505.00,8590.00,12733.00,,,,
,,Net Cash Flow,,,,,,,,-667.00,8516.00,-5412.00,1568.00,1271.00,,,,
,,,,,,,,,,,,,,,,,,
28,INFY,,,,,,,,,,,,,,,,,
,pnl,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,TTM,,,
,,Sales +,21693.00,22742.00,27501.00,33734.00,40352.00,50133.00,53319.00,62441.00,68484.00,70522.00,82675.00,90791.00,94594.00,,,
,,Expenses +,14934.00,14879.00,18531.00,23007.00,28814.00,36743.00,38436.00,45362.00,49880.00,51700.00,62505.00,68524.00,69913.00,,,
,,Operating Profit,6759.00,7863.00,8970.00,10727.00,11538.00,13390.00,14883.00,17079.00,18604.00,18822.00,20170.00,22267.00,24681.00,,,
,,OPM %,0.31,0.35,0.33,0.32,0.29,0.27,0.28,0.27,0.27,0.27,0.24,0.25,0.26,,,
,,Other Income,912.00,991.00,1211.00,1904.00,2365.00,2664.00,3430.00,3120.00,3050.00,3311.00,2882.00,2803.00,2486.00,,,
,,Interest,3.00,2.00,2.00,4.00,5.00,9.00,12.00,0.00,0.00,0.00,0.00,170.00,183.00,,,
,,Depreciation,761.00,905.00,854.00,928.00,1099.00,1317.00,1017.00,1459.00,1703.00,1863.00,2011.00,2893.00,3097.00,,,
,,Profit before tax,6907.00,7947.00,9325.00,11699.00,12799.00,14728.00,17284.00,18740.00,19951.00,20270.00,21041.00,22007.00,23887.00,,,
,,Tax %,0.13,0.21,0.27,0.29,0.26,0.28,0.28,0.28,0.28,0.21,0.27,0.24,,,,
,,Net Profit,5988.00,6266.00,6835.00,8332.00,9429.00,10656.00,12372.00,13489.00,14353.00,16029.00,15404.00,16594.00,17856.00,,,
,,EPS in Rs,13.07,13.65,14.88,18.14,20.52,23.31,26.93,29.36,31.24,36.69,35.26,38.96,41.93,,,
,,Dividend Payout %,0.22,0.23,0.50,0.32,0.25,0.34,0.55,0.41,0.41,0.59,0.60,0.45,,,,
,,,,,,,,,,,,,,,,,,
,bs,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,44075.00,,,
,,Share Capital +,286.00,286.00,286.00,286.00,286.00,286.00,572.00,1144.00,1144.00,1088.00,2170.00,2122.00,2123.00,,,
,,Reserves,17968.00,22763.00,25690.00,31046.00,37708.00,44244.00,50164.00,60600.00,67838.00,63835.00,62778.00,63328.00,68877.00,,,
,,Borrowings,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4633.00,4715.00,,,
,,Other Liabilities +,3872.00,4455.00,5317.00,7025.00,8281.00,12436.00,15553.00,13354.00,14166.00,14426.00,19118.00,21717.00,22863.00,,,
,,Total Liabilities,22126.00,27504.00,31293.00,38357.00,46275.00,56966.00,66289.00,75098.00,83148.00,79349.00,84066.00,91800.00,98578.00,,,
,,Fixed Assets +,4677.00,4946.00,5235.00,5555.00,7139.00,8378.00,11346.00,13386.00,14179.00,12574.00,15710.00,23789.00,23639.00,,,
,,CWIP,677.00,409.00,264.00,590.00,1140.00,961.00,776.00,960.00,1365.00,1606.00,1388.00,954.00,1216.00,,,
,,Investments,0.00,3702.00,144.00,372.00,2116.00,4331.00,2270.00,1892.00,16423.00,12163.00,11261.00,8792.00,11354.00,,,
,,Other Assets +,16772.00,18447.00,25650.00,31840.00,35880.00,43296.00,51897.00,58860.00,51181.00,53006.00,55707.00,58265.00,62369.00,,,
,,Total Assets,22126.00,27504.00,31293.00,38357.00,46275.00,56966.00,66289.00,75098.00,83148.00,79349.00,84066.00,91800.00,98578.00,,,
,,,,,,,,,,,,,,,,,,
,cf,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,,,,
,,Cash from Operating Activity +,5401.00,6187.00,4752.00,6394.00,7373.00,9825.00,8353.00,10028.00,11531.00,13218.00,14841.00,17003.00,,,,
,,Cash from Investing Activity +,-213.00,-3634.00,3443.00,-147.00,-2922.00,-2563.00,999.00,-885.00,-14664.00,4533.00,-632.00,-331.00,,,,
,,Cash from Financing Activity +,-2430.00,-1485.00,-3640.00,-2322.00,-3210.00,-3144.00,-4935.00,-6813.00,-6939.00,-20505.00,-14512.00,-17591.00,,,,
,,Net Cash Flow,2758.00,1068.00,4555.00,3925.00,1241.00,4118.00,4417.00,2330.00,-10072.00,-2754.00,-303.00,-919.00,,,,
,,,,,,,,,,,,,,,,,,
29,JSWSTEEL,,,,,,,,,,,,,,,,,
,pnl,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,TTM,,,
,,Sales +,15934.00,18957.00,24106.00,34368.00,38210.00,51220.00,52972.00,41546.00,55604.00,71933.00,84757.00,73326.00,66988.00,,,
,,Expenses +,12944.00,14887.00,19238.00,27571.00,31715.00,42075.00,43608.00,35127.00,43302.00,57036.00,65835.00,61518.00,55916.00,,,
,,Operating Profit,2990.00,4070.00,4868.00,6797.00,6495.00,9145.00,9364.00,6420.00,12302.00,14897.00,18922.00,11808.00,11072.00,,,
,,OPM %,0.19,0.21,0.20,0.20,0.17,0.18,0.18,0.15,0.22,0.21,0.22,0.16,0.17,,,
,,Other Income,-520.00,543.00,190.00,-1444.00,-290.00,-1606.00,103.00,-1964.00,24.00,-158.00,204.00,-284.00,-225.00,,,
,,Interest,1168.00,1115.00,1060.00,1427.00,1967.00,3048.00,3493.00,3601.00,3768.00,3701.00,3917.00,4265.00,4071.00,,,
,,Depreciation,988.00,1299.00,1560.00,1933.00,2237.00,3183.00,3434.00,3323.00,3430.00,3387.00,4041.00,4246.00,4359.00,,,
,,Profit before tax,315.00,2200.00,2438.00,1993.00,1999.00,1308.00,2539.00,-2468.00,5128.00,7651.00,11168.00,3013.00,2417.00,,,
,,Tax %,0.23,0.29,0.32,0.25,0.42,0.70,0.32,0.80,0.33,0.20,0.33,-0.30,,,,
,,Net Profit,275.00,1598.00,1754.00,538.00,963.00,452.00,1797.00,-335.00,3523.00,6214.00,7639.00,4030.00,1474.00,,,
,,EPS in Rs,1.47,8.54,7.86,2.41,4.32,1.87,7.43,-1.39,14.57,25.71,31.60,16.67,6.10,,,
,,Dividend Payout %,0.09,0.15,0.20,0.40,0.30,0.74,0.19,-0.67,0.19,0.16,0.16,0.15,,,,
,,,,,,,,,,,,,,,,,,
,bs,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,44075.00,,,
,,Share Capital +,537.00,527.00,563.00,563.00,563.00,1067.00,1067.00,301.00,301.00,510.00,321.00,325.00,301.00,,,
,,Reserves,7267.00,8730.00,15437.00,16186.00,16781.00,20871.00,21987.00,18665.00,22346.00,27696.00,34494.00,36298.00,37308.00,,,
,,Borrowings,16550.00,16173.00,16476.00,19909.00,21346.00,34762.00,37990.00,42204.00,43334.00,39185.00,47376.00,59349.00,49893.00,,,
,,Other Liabilities +,10102.00,10255.00,13691.00,17543.00,19102.00,21704.00,25374.00,20737.00,22024.00,24787.00,32626.00,35872.00,40662.00,,,
,,Total Liabilities,34167.00,35406.00,45888.00,53922.00,57513.00,77640.00,85654.00,81907.00,88005.00,91970.00,114797.00,131820.00,128164.00,,,
,,Fixed Assets +,19092.00,22352.00,26904.00,33812.00,34717.00,47046.00,52176.00,56140.00,58730.00,57848.00,62644.00,61994.00,61580.00,,,
,,CWIP,9585.00,6956.00,6023.00,2832.00,5898.00,9400.00,8265.00,7271.00,4363.00,5950.00,11889.00,27191.00,29997.00,,,
,,Investments,397.00,628.00,2914.00,2090.00,1750.00,663.00,599.00,1195.00,1366.00,1469.00,1894.00,1259.00,1429.00,,,
,,Other Assets +,5093.00,5470.00,10048.00,15189.00,15148.00,20531.00,24613.00,17302.00,23546.00,26703.00,38370.00,41376.00,35158.00,,,
,,Total Assets,34167.00,35406.00,45888.00,53922.00,57513.00,77640.00,85654.00,81907.00,88005.00,91970.00,114797.00,131820.00,128164.00,,,
,,,,,,,,,,,,,,,,,,
,cf,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,,,,
,,Cash from Operating Activity +,4592.00,3346.00,2830.00,3512.00,5844.00,2594.00,7876.00,6897.00,7888.00,12379.00,14633.00,12785.00,,,,
,,Cash from Investing Activity +,-5841.00,-2932.00,-7633.00,-4101.00,-5433.00,-5618.00,-7372.00,-3857.00,-5094.00,-4529.00,-11387.00,-19589.00,,,,
,,Cash from Financing Activity +,1236.00,-561.00,5096.00,698.00,-791.00,3300.00,-169.00,-3151.00,-2710.00,-8185.00,1753.00,5189.00,,,,
,,Net Cash Flow,-12.00,-147.00,293.00,110.00,-380.00,276.00,334.00,-111.00,84.00,-335.00,4999.00,-1615.00,,,,
,,,,,,,,,,,,,,,,,,
30,KOTAKBANK,,,,,,,,,,,,,,,,,
,pnl,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,TTM,,,
,,Revenue,4367.00,4601.00,5973.00,8470.00,10838.00,11986.00,13319.00,20402.00,22324.00,25131.00,29831.00,33474.00,33525.00,,,
,,Interest,1992.00,1773.00,2668.00,4542.00,6024.00,6312.00,6966.00,11123.00,11458.00,12467.00,15187.00,15901.00,14605.00,,,
,,Expenses +,4893.00,6230.00,5995.00,5651.00,6603.00,7053.00,9718.00,11541.00,14832.00,16805.00,19758.00,22578.00,22879.00,,,
,,Financing Profit,-2519.00,-3402.00,-2690.00,-1722.00,-1789.00,-1379.00,-3366.00,-2263.00,-3965.00,-4141.00,-5114.00,-5005.00,-3959.00,,,
,,Financing Margin %,-0.58,-0.74,-0.45,-0.20,-0.17,-0.12,-0.25,-0.11,-0.18,-0.16,-0.17,-0.15,-0.12,,,
,,Other Income,3661.00,5448.00,5090.00,4543.00,5112.00,5282.00,8152.00,7631.00,11660.00,13682.00,16148.00,16892.00,16102.00,,,
,,Depreciation,126.00,143.00,152.00,164.00,179.00,208.00,237.00,345.00,362.00,383.00,458.00,465.00,229.00,,,
,,Profit before tax,1016.00,1903.00,2247.00,2656.00,3144.00,3695.00,4550.00,5024.00,7332.00,9158.00,10576.00,11422.00,11914.00,,,
,,Tax %,0.36,0.30,0.30,0.30,0.30,0.32,0.33,0.32,0.32,0.33,0.33,0.25,,,,
,,Net Profit,652.00,1307.00,1567.00,1832.00,2188.00,2465.00,3045.00,3459.00,4940.00,6201.00,7204.00,8593.00,9053.00,,,
,,EPS in Rs,4.72,9.39,10.63,12.37,14.66,16.00,19.72,18.86,26.84,32.54,37.74,44.92,46.50,,,
,,Dividend Payout %,0.04,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.00,,,,
,,,,,,,,,,,,,,,,,,
,bs,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,,,,
,,Share Capital +,346.00,348.00,368.00,370.00,373.00,385.00,386.00,917.00,920.00,953.00,1454.00,1457.00,,,,
,,Reserves,6177.00,7563.00,10595.00,12531.00,14876.00,18691.00,21767.00,32443.00,37570.00,49533.00,56825.00,65678.00,,,,
,,Borrowings,25801.00,35705.00,49386.00,65655.00,85561.00,85937.00,104258.00,179679.00,205230.00,249840.00,291263.00,325977.00,,,,
,,Other Liabilities +,7896.00,11480.00,13308.00,13766.00,15024.00,17184.00,22052.00,27764.00,32467.00,37395.00,46128.00,50562.00,,,,
,,Total Liabilities,40219.00,55096.00,73657.00,92323.00,115835.00,122197.00,148464.00,240804.00,276188.00,337720.00,395171.00,443173.00,,,,
,,Fixed Assets +,342.00,614.00,600.00,615.00,620.00,1264.00,1385.00,1761.00,1759.00,2543.00,2697.00,2675.00,,,,
,,CWIP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
,,Investments,13313.00,19485.00,26049.00,31658.00,40907.00,38791.00,45589.00,70274.00,68462.00,90977.00,103487.00,111197.00,,,,
,,Other Assets +,26565.00,34997.00,47008.00,60049.00,74308.00,82142.00,101490.00,168769.00,205967.00,244201.00,288987.00,329301.00,,,,
,,Total Assets,40219.00,55096.00,73657.00,92323.00,115835.00,122197.00,148464.00,240804.00,276188.00,337720.00,395171.00,443173.00,,,,
,,,,,,,,,,,,,,,,,,
,cf,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,,,,
,,Cash from Operating Activity +,-114.00,1569.00,-1739.00,-1192.00,2878.00,9068.00,2302.00,5025.00,13222.00,-10392.00,1822.00,46619.00,,,,
,,Cash from Investing Activity +,-172.00,-406.00,-189.00,-5456.00,-9035.00,-1130.00,-4467.00,-2353.00,-5289.00,-5475.00,-3323.00,-13068.00,,,,
,,Cash from Financing Activity +,-1554.00,-94.00,2415.00,7229.00,7099.00,-5814.00,2426.00,2024.00,6055.00,14679.00,8365.00,-735.00,,,,
,,Net Cash Flow,-1840.00,1069.00,487.00,582.00,942.00,2125.00,260.00,4696.00,13989.00,-1188.00,6864.00,32815.00,,,,
,,,,,,,,,,,,,,,,,,
31,LT,,,,,,,,,,,,,,,,,
,pnl,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,TTM,,,
,,Sales +,40332.00,43776.00,51972.00,64255.00,74426.00,85054.00,91929.00,101122.00,109312.00,119683.00,135220.00,145452.00,132783.00,,,
,,Expenses +,35111.00,37004.00,43166.00,53578.00,62070.00,70974.00,76245.00,85416.00,92972.00,97839.00,112354.00,120866.00,110560.00,,,
,,Operating Profit,5220.00,6772.00,8806.00,10676.00,12356.00,14080.00,15684.00,15706.00,16339.00,21844.00,22866.00,24586.00,22223.00,,,
,,OPM %,0.13,0.15,0.17,0.17,0.17,0.17,0.17,0.16,0.15,0.18,0.17,0.17,0.17,,,
,,Other Income,1690.00,2866.00,1245.00,886.00,1561.00,1343.00,1422.00,999.00,1747.00,-268.00,2701.00,2982.00,7393.00,,,
,,Interest,1245.00,1520.00,1931.00,3008.00,4642.00,6494.00,7266.00,6899.00,6829.00,7714.00,9339.00,11021.00,11657.00,,,
,,Depreciation,536.00,639.00,1319.00,1580.00,1637.00,1446.00,2623.00,1787.00,2370.00,2223.00,1923.00,2462.00,2757.00,,,
,,Profit before tax,5129.00,7478.00,6801.00,6974.00,7638.00,7483.00,7217.00,8020.00,8887.00,11639.00,14305.00,14086.00,15202.00,,,
,,Tax %,0.28,0.27,0.34,0.33,0.31,0.35,0.31,0.30,0.23,0.27,0.28,0.23,,,,
,,Net Profit,3790.00,5452.00,4464.00,4702.00,5219.00,4923.00,4765.00,4281.00,6041.00,7370.00,8905.00,9549.00,11373.00,,,
,,EPS in Rs,28.76,40.24,32.58,34.13,37.69,35.41,34.17,30.64,43.17,52.59,63.48,68.02,81.01,,,
,,Dividend Payout %,0.16,0.14,0.20,0.21,0.22,0.27,0.32,0.40,0.22,0.30,0.28,0.26,,,,
,,,,,,,,,,,,,,,,,,
,bs,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,44075.00,,,
,,Share Capital +,117.00,120.00,122.00,122.00,123.00,185.00,186.00,186.00,187.00,1186.00,1257.00,1685.00,281.00,,,
,,Reserves,13871.00,20521.00,24929.00,29264.00,33737.00,37526.00,40723.00,43994.00,49877.00,54466.00,61941.00,66442.00,72047.00,,,
,,Borrowings,20370.00,24607.00,37216.00,51568.00,63144.00,80846.00,93630.00,88135.00,93954.00,106619.00,124579.00,141770.00,148790.00,,,
,,Other Liabilities +,20718.00,24902.00,32447.00,38228.00,45924.00,50324.00,58727.00,61775.00,67553.00,81874.00,91236.00,98194.00,88940.00,,,
,,Total Liabilities,55076.00,70152.00,94713.00,119182.00,142928.00,168881.00,193266.00,194091.00,211571.00,243240.00,278036.00,306687.00,310057.00,,,
,,Fixed Assets +,9412.00,12361.00,15624.00,19403.00,30389.00,32397.00,34738.00,14176.00,16677.00,18580.00,21194.00,43653.00,43441.00,,,
,,CWIP,6205.00,6618.00,12362.00,14913.00,11351.00,14179.00,14993.00,10974.00,13298.00,13443.00,13919.00,3311.00,1945.00,,,
,,Investments,6805.00,9861.00,9216.00,8789.00,8768.00,8109.00,9612.00,15465.00,19753.00,15311.00,20907.00,20047.00,41574.00,,,
,,Other Assets +,32652.00,41312.00,57511.00,76076.00,92421.00,114197.00,133923.00,153475.00,161843.00,195905.00,222016.00,239675.00,223097.00,,,
,,Total Assets,55076.00,70152.00,94713.00,119182.00,142928.00,168881.00,193266.00,194091.00,211571.00,243240.00,278036.00,306687.00,310057.00,,,
,,,,,,,,,,,,,,,,,,
,cf,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,,,,
,,Cash from Operating Activity +,496.00,2118.00,-1616.00,-6227.00,-4355.00,-7143.00,-1365.00,-3240.00,6655.00,-10031.00,-4756.00,6694.00,,,,
,,Cash from Investing Activity +,-5077.00,-5025.00,-5929.00,-5864.00,-6922.00,-5510.00,-4778.00,-4627.00,-9796.00,3914.00,-11023.00,-8408.00,,,,
,,Cash from Financing Activity +,4479.00,4770.00,7868.00,11968.00,11429.00,13136.00,7903.00,7253.00,2896.00,9370.00,15440.00,6372.00,,,,
,,Net Cash Flow,-102.00,1863.00,324.00,-123.00,152.00,483.00,1759.00,-613.00,-245.00,3254.00,-338.00,4658.00,,,,
,,,,,,,,,,,,,,,,,,
32,M&M,,,,,,,,,,,,,,,,,
,pnl,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,TTM,,,
,,Sales +,24632.00,29124.00,36864.00,59399.00,68693.00,74001.00,71448.00,75841.00,83773.00,92094.00,104721.00,95179.00,85090.00,,,
,,Expenses +,23301.00,25963.00,30777.00,52021.00,59579.00,63881.00,62655.00,65759.00,73038.00,78868.00,89859.00,82981.00,73704.00,,,
,,Operating Profit,1331.00,3160.00,6087.00,7378.00,9114.00,10120.00,8793.00,10082.00,10735.00,13226.00,14862.00,12198.00,11387.00,,,
,,OPM %,0.05,0.11,0.17,0.12,0.13,0.14,0.12,0.13,0.13,0.14,0.14,0.13,0.13,,,
,,Other Income,2524.00,2867.00,536.00,407.00,843.00,823.00,800.00,1399.00,2077.00,4366.00,3021.00,497.00,-147.00,,,
,,Interest,858.00,1121.00,1135.00,1800.00,2297.00,2954.00,3157.00,3368.00,3648.00,3987.00,5021.00,6065.00,6322.00,,,
,,Depreciation,749.00,874.00,972.00,1802.00,2080.00,2170.00,2124.00,2442.00,2813.00,3280.00,3991.00,4976.00,4833.00,,,
,,Profit before tax,2248.00,4033.00,4515.00,4184.00,5580.00,5820.00,4313.00,5672.00,6350.00,10326.00,8871.00,1655.00,85.00,,,
,,Tax %,0.24,0.29,0.29,0.34,0.35,0.26,0.40,0.37,0.36,0.23,0.32,1.19,,,,
,,Net Profit,1405.00,2479.00,3080.00,3127.00,4099.00,4667.00,3137.00,3148.00,3698.00,7510.00,5315.00,127.00,-1097.00,,,
,,EPS in Rs,12.60,21.43,25.08,25.46,33.38,37.89,25.26,25.35,29.77,60.41,42.76,1.02,-8.83,,,
,,Dividend Payout %,0.20,0.22,0.22,0.24,0.19,0.18,0.23,0.21,0.22,0.11,0.17,2.05,,,,
,,,,,,,,,,,,,,,,,,
,bs,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,44075.00,,,
,,Share Capital +,273.00,283.00,294.00,295.00,295.00,295.00,296.00,270.00,271.00,543.00,544.00,554.00,555.00,,,
,,Reserves,6791.00,9865.00,13990.00,16409.00,19666.00,23012.00,25561.00,26222.00,29467.00,36232.00,39439.00,39415.00,39464.00,,,
,,Borrowings,12826.00,14628.00,17047.00,23121.00,28711.00,35167.00,37911.00,41553.00,48762.00,55898.00,70848.00,82567.00,70369.00,,,
,,Other Liabilities +,11526.00,10839.00,19005.00,23623.00,27460.00,29415.00,30608.00,31806.00,35296.00,43696.00,51057.00,43180.00,69017.00,,,
,,Total Liabilities,31416.00,35615.00,50337.00,63448.00,76131.00,87889.00,94376.00,99852.00,113835.00,136369.00,161889.00,165716.00,179405.00,,,
,,Fixed Assets +,7390.00,8553.00,14708.00,17198.00,18307.00,18381.00,19047.00,20585.00,20989.00,26182.00,28983.00,29689.00,32409.00,,,
,,CWIP,1752.00,1968.00,1408.00,1488.00,1631.00,2191.00,3032.00,2371.00,4279.00,4269.00,4760.00,6856.00,3240.00,,,
,,Investments,3381.00,4774.00,4714.00,5347.00,6440.00,8082.00,10027.00,11603.00,14662.00,16018.00,18268.00,19210.00,25564.00,,,
,,Other Assets +,18893.00,20321.00,29506.00,39414.00,49752.00,59234.00,62270.00,65293.00,73905.00,89900.00,109878.00,109960.00,118193.00,,,
,,Total Assets,31416.00,35615.00,50337.00,63448.00,76131.00,87889.00,94376.00,99852.00,113835.00,136369.00,161889.00,165716.00,179405.00,,,
,,,,,,,,,,,,,,,,,,
,cf,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,,,,
,,Cash from Operating Activity +,3402.00,2769.00,-577.00,61.00,-922.00,-244.00,1055.00,2385.00,183.00,682.00,-4347.00,-1451.00,,,,
,,Cash from Investing Activity +,-3441.00,-4818.00,-1388.00,-2968.00,-2903.00,-4524.00,-4357.00,-5506.00,-5875.00,-5467.00,-7174.00,-6876.00,,,,
,,Cash from Financing Activity +,1207.00,1843.00,1437.00,4256.00,4508.00,5577.00,1669.00,2967.00,6108.00,6314.00,13194.00,6933.00,,,,
,,Net Cash Flow,1167.00,-206.00,-528.00,1349.00,684.00,810.00,-1633.00,-154.00,416.00,1529.00,1672.00,-1394.00,,,,
,,,,,,,,,,,,,,,,,,
33,MARUTI,,,,,,,,,,,,,,,,,
,pnl,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,TTM,,,
,,Sales +,20662.00,29592.00,37156.00,36090.00,44304.00,44542.00,50801.00,57589.00,68085.00,79809.00,86068.00,75660.00,61796.00,,,
,,Expenses +,19305.00,26080.00,33475.00,33565.00,39977.00,39247.00,43957.00,48700.00,57727.00,67746.00,75065.00,68347.00,57093.00,,,
,,Operating Profit,1358.00,3511.00,3681.00,2525.00,4328.00,5295.00,6844.00,8889.00,10358.00,12063.00,11003.00,7313.00,4703.00,,,
,,OPM %,0.07,0.12,0.10,0.07,0.10,0.12,0.13,0.15,0.15,0.15,0.13,0.10,0.08,,,
,,Other Income,1115.00,1034.00,514.00,844.00,830.00,739.00,865.00,1600.00,2462.00,2209.00,2717.00,3453.00,3694.00,,,
,,Interest,54.00,37.00,29.00,62.00,198.00,184.00,218.00,82.00,89.00,346.00,76.00,134.00,91.00,,,
,,Depreciation,716.00,841.00,1031.00,1162.00,1890.00,2116.00,2515.00,2822.00,2604.00,2760.00,3021.00,3528.00,3233.00,,,
,,Profit before tax,1701.00,3667.00,3135.00,2145.00,3070.00,3734.00,4976.00,7585.00,10127.00,11167.00,10624.00,7103.00,5072.00,,,
,,Tax %,0.28,0.31,0.26,0.24,0.20,0.24,0.24,0.28,0.26,0.29,0.28,0.20,,,,
,,Net Profit,1227.00,2625.00,2382.00,1681.00,2469.00,2853.00,3807.00,5497.00,7510.00,7880.00,7649.00,5676.00,4062.00,,,
,,EPS in Rs,42.48,90.85,82.46,58.19,81.74,94.44,126.04,181.98,248.61,260.86,253.21,187.90,134.45,,,
,,Dividend Payout %,0.08,0.07,0.09,0.13,0.10,0.13,0.20,0.19,0.30,0.31,0.32,0.32,,,,
,,,,,,,,,,,,,,,,,,
,bs,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,44075.00,,,
,,Share Capital +,144.00,144.00,144.00,144.00,151.00,151.00,151.00,151.00,151.00,151.00,151.00,151.00,151.00,,,
,,Reserves,9421.00,12038.00,14164.00,15530.00,18877.00,21345.00,24167.00,30465.00,36924.00,42408.00,46941.00,49262.00,48812.00,,,
,,Borrowings,759.00,906.00,454.00,1421.00,1569.00,2004.00,666.00,231.00,484.00,121.00,160.00,184.00,224.00,,,
,,Other Liabilities +,3677.00,3795.00,4344.00,6004.00,6920.00,7975.00,9492.00,11879.00,14402.00,17568.00,16717.00,14031.00,14910.00,,,
,,Total Liabilities,14001.00,16884.00,19106.00,23099.00,27517.00,31476.00,34477.00,42726.00,51960.00,60248.00,63969.00,63628.00,64096.00,,,
,,Fixed Assets +,4216.00,5171.00,5672.00,7746.00,10022.00,11034.00,12490.00,12530.00,13311.00,13389.00,15437.00,15815.00,14860.00,,,
,,CWIP,867.00,392.00,879.00,943.00,1966.00,2640.00,1890.00,1007.00,1252.00,2132.00,1607.00,1344.00,1918.00,,,
,,Investments,3277.00,7397.00,5439.00,6545.00,7421.00,10527.00,13298.00,20676.00,29151.00,36123.00,37504.00,37488.00,38754.00,,,
,,Other Assets +,5640.00,3923.00,7116.00,7866.00,8107.00,7275.00,6800.00,8513.00,8247.00,8604.00,9421.00,8980.00,8564.00,,,
,,Total Assets,14001.00,16884.00,19106.00,23099.00,27517.00,31476.00,34477.00,42726.00,51960.00,60248.00,63969.00,63628.00,64096.00,,,
,,,,,,,,,,,,,,,,,,
,cf,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,,,,
